date,D_days,tau,n_strikes,alpha,rho,nu,vol_rmse
2023-02-02,78,0.2136986301369863,490,0.16499717571489,-0.5386375385374967,1.5529201206047134,0.01029991115176469
2023-02-02,85,0.2328767123287671,272,0.16760209689541497,-0.6683140944502279,1.4684066608237714,0.004801029873601186
2023-02-02,106,0.29041095890410956,459,0.17011892156628214,-0.5898366969774319,1.2964941159101833,0.011990125423211028
2023-02-02,118,0.3232876712328767,139,0.17098777817587385,-0.7120539662555839,1.1767334465615802,0.0058008177533128355
2023-02-02,134,0.36712328767123287,438,0.17363036903560922,-0.6516460307788485,1.1713637296247024,0.009104145057156957
2023-02-02,148,0.4054794520547945,292,0.1767025568484358,-0.7481823134246591,1.1117926339845474,0.0066016402790673705
2023-02-02,169,0.46301369863013697,186,0.17823923445051248,-0.7258298522914578,1.1029332916067085,0.006612701547239464
2023-02-02,179,0.4904109589041096,123,0.1821028592672002,-0.7938783066996364,0.952313960070961,0.007958762858323634
2023-02-02,197,0.5397260273972603,117,0.17999101934434852,-0.7361239910367174,0.9638964542074128,0.011202340341756817
2023-02-02,225,0.6164383561643836,125,0.18006835989788256,-0.7254188780990842,0.894551835711884,0.011848164649847556
2023-02-02,239,0.6547945205479452,90,0.1900929431373193,-0.8867421520990494,0.746759272100301,0.01126333799779052
2023-02-02,260,0.7123287671232876,102,0.18603988442300481,-0.7501629866407609,0.8424587213787418,0.009609281116962881
2023-02-02,288,0.7890410958904109,105,0.18659365944729298,-0.7649170986342958,0.7932081538872026,0.006422804155788759
2023-02-02,316,0.8657534246575342,142,0.1835750410172693,-0.7333120171404155,0.7122098646726597,0.01379607847011761
2023-02-02,330,0.9041095890410958,88,0.1952787840741008,-0.9596364629557657,0.5976481468720907,0.009290398068512321
2023-02-02,351,0.9616438356164384,111,0.18860404204322997,-0.7834483268856358,0.7130038499360996,0.007048370865873494
2023-02-02,379,1.0383561643835617,109,0.18842100073579432,-0.7591478370597579,0.6795960203761856,0.008038746645986073
2023-02-02,407,1.115068493150685,108,0.18858789507014342,-0.7635299072357224,0.6057096794430298,0.009819990057679048
2023-02-02,505,1.3835616438356164,101,0.17806995643959667,-0.6607371195260237,0.6981421782080235,0.024568204127201246
2023-02-02,687,1.8821917808219177,59,0.16930598064158905,-0.738371694507403,0.8514954753039417,0.04332600721369248
2023-02-02,1051,2.8794520547945206,52,0.17569848102102775,-0.7047288025003567,0.6510831157669986,0.03401813985544707
2023-02-02,1415,3.8767123287671232,56,0.17550730067870485,-0.7000833022426626,0.6340011459693944,0.039764561535273586
2023-02-02,1779,4.873972602739726,49,0.169680547521848,-0.6096570794345916,0.4345289424602371,0.033096348661190614
2023-02-03,3,0.00821917808219178,51,0.12938792688113962,0.9989999999999999,5.882928254086508,0.059723758765473076
2023-02-03,4,0.010958904109589041,70,0.12524815923397226,0.10558453434104025,7.210341601525698,0.026592188023838143
2023-02-03,5,0.0136986301369863,81,0.14130613423630772,0.054260387448149275,5.455915214474535,0.01687479898739326
2023-02-03,6,0.01643835616438356,101,0.1401846650353927,-0.15954578685254694,6.089063104780164,0.01568925404178651
2023-02-03,7,0.019178082191780823,103,0.13811968595422247,-0.05237472359812924,5.564319117911508,0.019816771862775567
2023-02-03,10,0.0273972602739726,86,0.1368528621929927,0.06979728738649706,3.480159016374019,0.015439845715812826
2023-02-03,11,0.030136986301369864,90,0.16449325055870856,0.030503526299481755,3.2445332360009633,0.015506271876642608
2023-02-03,12,0.03287671232876712,94,0.16861154225885558,-0.045024904048681556,2.295086935486354,0.012892977739038337
2023-02-03,13,0.03561643835616438,105,0.1689320198792798,-0.21536111767592137,3.0653804364013344,0.0077778001434586274
2023-02-03,14,0.038356164383561646,411,0.13368135593564684,-0.19712254154804762,4.61041771737227,0.03536891375249831
2023-02-03,18,0.049315068493150684,85,0.157203912226302,-0.23635513718142281,2.4764456490509694,0.008801848845265681
